domain,status,baseline_rtt_ms,baseline_ttfb_ms,pqc_ttfb_ms,extra_flights,degradation_pct,packet_loss_pct,error
ongcindia.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
sail.in,failed,,,,,,0.1,_ssl.c:983: The handshake operation timed out
jsw.in,ok,231.96,470.31,941.25,2,100.13,0.1,
tatasteel.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
atherenergy.in,failed,,,,,,0.1,[Errno 11002] getaddrinfo failed
olaelectric.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
royalenfield.in,ok,101.91,209.43,416.33,2,98.79,0.1,
ashokleyland.in,failed,,,,,,0.1,[Errno 11002] getaddrinfo failed
tvsmotor.in,failed,,,,,,0.1,[Errno 11002] getaddrinfo failed
bajajauto.in,failed,,,,,,0.1,_ssl.c:983: The handshake operation timed out
heromotocorp.in,ok,144.02,293.91,586.3,2,99.48,0.1,
marutisuzuki.in,failed,,,,,,0.1,_ssl.c:983: The handshake operation timed out
tatamotors.in,failed,,,,,,0.1,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'tatamotors.in'. (_ssl.c:1000)"
jio.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
adani.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
larsenandtoubro.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
godrej.in,failed,,,,,,0.1,_ssl.c:983: The handshake operation timed out
birla.in,failed,,,,,,0.1,_ssl.c:983: The handshake operation timed out
mahindra.in,ok,185.76,377.64,754.77,2,99.86,0.1,
tata.in,failed,,,,,,0.1,[Errno 11002] getaddrinfo failed
vedantu.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
pw.live,ok,220.77,447.87,896.08,2,100.08,0.1,
unacademy.in,ok,204.33,414.89,829.72,2,99.99,0.1,
byjus.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
oyorooms.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
lenskart.in,ok,94.27,194.11,385.5,2,98.6,0.1,
myntra.in,failed,,,,,,0.1,_ssl.c:983: The handshake operation timed out
bigbasket.in,failed,,,,,,0.1,[WinError 10054] An existing connection was forcibly closed by the remote host
nykaa.in,failed,,,,,,0.1,_ssl.c:983: The handshake operation timed out
swiggy.in,ok,35.35,76.1,148.82,2,95.56,0.1,
zomato.in,ok,234.27,474.95,950.57,2,100.14,0.1,
flipkart.in,ok,21.49,48.38,93.38,2,93.01,0.1,
techmahindra.in,ok,266.81,540.22,1081.91,2,100.27,0.1,
hcl.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
wipro.in,ok,152.18,310.27,619.23,2,99.58,0.1,
infosys.in,failed,,,,,,0.1,[WinError 10054] An existing connection was forcibly closed by the remote host
tcs.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
reliance.in,failed,,,,,,0.1,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'reliance.in'. (_ssl.c:1000)"
cdslindia.in,failed,,,,,,0.1,_ssl.c:983: The handshake operation timed out
linkintime.in,ok,193.08,392.32,784.32,2,99.92,0.1,
camsonline.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
kfintech.in,failed,,,,,,0.1,_ssl.c:983: The handshake operation timed out
karvy.in,failed,,,,,,0.1,[Errno 11002] getaddrinfo failed
way2wealth.in,failed,,,,,,0.1,[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)
mastertrust.in,failed,,,,,,0.1,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'mastertrust.in'. (_ssl.c:1000)"
smcindia.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
rathi.in,failed,,,,,,0.1,[Errno 11002] getaddrinfo failed
geojit.in,failed,,,,,,0.1,_ssl.c:983: The handshake operation timed out
dhan.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
5paisa.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
etmoney.in,ok,140.46,286.76,571.93,2,99.45,0.1,
fisdom.in,failed,,,,,,0.1,_ssl.c:983: The handshake operation timed out
kuvera.in,ok,338.22,683.47,1370.14,2,100.47,0.1,
scripbox.in,failed,,,,,,0.1,_ssl.c:983: The handshake operation timed out
clear.in,ok,161.6,329.17,657.26,2,99.67,0.1,
ncdex.in,failed,,,,,,0.1,_ssl.c:983: The handshake operation timed out
mcxindia.in,ok,494.3,996.57,2000.11,2,100.7,0.1,
bseindia.in,failed,,,,,,0.1,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)
nseindia.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
edelweiss.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
icicisecurities.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
iifl.in,failed,,,,,,0.1,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)
sharekhan.in,failed,,,,,,0.1,[Errno 11002] getaddrinfo failed
motilaloswal.in,failed,,,,,,0.1,_ssl.c:983: The handshake operation timed out
upstox.in,ok,146.29,298.46,595.46,2,99.51,0.1,
zerodha.in,ok,142.69,291.24,580.93,2,99.47,0.1,
starhealth.in,ok,719.75,1448.82,2910.08,2,100.86,0.1,
icicilombard.in,failed,,,,,,0.1,[WinError 10061] No connection could be made because the target machine actively refused it
hdfclife.in,failed,,,,,,0.1,_ssl.c:983: The handshake operation timed out
sbilife.in,ok,420.2,847.92,1701.03,2,100.61,0.1,
fusionmicrofinance.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
satincreditcare.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
creditaccess.in,failed,,,,,,0.1,_ssl.c:983: The handshake operation timed out
fivestargroup.in,failed,,,,,,0.1,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)
veritasfin.in,ok,188.04,382.21,763.97,2,99.88,0.1,
sundaramfinance.in,ok,38.8,83.0,162.62,2,95.93,0.1,
piramalfinance.in,failed,,,,,,0.1,[Errno 11002] getaddrinfo failed
edelweisshousing.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
muthootcap.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
homefirstindia.in,failed,,,,,,0.1,_ssl.c:983: The handshake operation timed out
gichf.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
repcohome.in,failed,,,,,,0.1,[WinError 10054] An existing connection was forcibly closed by the remote host
aavas.in,ok,181.92,369.93,739.27,2,99.84,0.1,
canfinhomes.in,failed,,,,,,0.1,_ssl.c:983: The handshake operation timed out
pnbhousing.in,failed,,,,,,0.1,_ssl.c:983: The handshake operation timed out
lichousing.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
hudco.in,failed,,,,,,0.1,[Errno 11002] getaddrinfo failed
recindia.in,ok,7.19,19.78,36.18,2,82.91,0.1,
pfc.in,failed,,,,,,0.1,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)
poonawallafincorp.in,ok,162.6,331.18,661.29,2,99.68,0.1,
muthootfincorp.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
cholafin.in,failed,,,,,,0.1,_ssl.c:983: The handshake operation timed out
ltfinance.in,ok,360.37,727.91,1459.54,2,100.51,0.1,
adityabirlacapital.in,failed,,,,,,0.1,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate (_ssl.c:1000)
mahindrafinance.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
tatacapital.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
manappuram.in,failed,,,,,,0.1,[WinError 10054] An existing connection was forcibly closed by the remote host
muthootfinance.in,failed,,,,,,0.1,[WinError 10054] An existing connection was forcibly closed by the remote host
renewbuy.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
bajajfinance.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
insurancedekho.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
turtlemint.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
policybazaar.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
acko.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
digit.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
setu.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
ezetap.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
mswipe.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
lendingkart.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
zestmoney.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
moneytap.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
incred.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
perfios.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
karza.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
getsimpl.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
lazypay.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
stashfin.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
niyo.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
fi.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
navi.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
ccavenue.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
paypoint.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
juspay.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
cashfree.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
payu.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
slice.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
bharatpe.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
pinelabs.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
mobikwik.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
jupiter.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
billdesk.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
cred.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
phonepe.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
razorpay.fin.in,failed,,,,,,0.1,[Errno 11001] getaddrinfo failed
rgipt.ac.in,ok,51.97,109.34,215.3,2,96.91,0.1,
youtube.com,ok,153.56,313.04,624.8,2,99.59,0.1,
example.com,ok,205.62,417.48,834.93,2,99.99,0.1,
