domain,status,baseline_rtt_ms,baseline_ttfb_ms,pqc_ttfb_ms,extra_flights,degradation_pct,packet_loss_pct,error
marutisuzuki.in,failed,,,,,,1.2,_ssl.c:983: The handshake operation timed out
tatamotors.in,failed,,,,,,1.2,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'tatamotors.in'. (_ssl.c:1000)"
jio.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
adani.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
larsenandtoubro.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
godrej.in,failed,,,,,,1.2,_ssl.c:983: The handshake operation timed out
birla.in,failed,,,,,,1.2,_ssl.c:983: The handshake operation timed out
mahindra.in,ok,61.39,132.67,281.74,2,112.36,1.2,
tata.in,failed,,,,,,1.2,[Errno 11002] getaddrinfo failed
vedantu.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
pw.live,ok,29.5,68.89,154.18,2,123.81,1.2,
unacademy.in,ok,92.44,196.66,417.99,2,112.54,1.2,
byjus.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
oyorooms.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
lenskart.in,ok,18.89,47.67,111.74,2,134.4,1.2,
myntra.in,failed,,,,,,1.2,_ssl.c:983: The handshake operation timed out
bigbasket.in,failed,,,,,,1.2,[WinError 10054] An existing connection was forcibly closed by the remote host
nykaa.in,failed,,,,,,1.2,_ssl.c:983: The handshake operation timed out
swiggy.in,ok,76.89,164.42,348.52,2,111.97,1.2,
zomato.in,ok,137.89,290.89,621.05,2,113.5,1.2,
flipkart.in,ok,32.03,73.95,164.3,2,122.18,1.2,
techmahindra.in,ok,5.51,20.91,58.22,2,178.43,1.2,
hcl.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
wipro.in,ok,124.04,262.17,559.17,2,113.29,1.2,
infosys.in,failed,,,,,,1.2,[WinError 10054] An existing connection was forcibly closed by the remote host
tcs.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
reliance.in,failed,,,,,,1.2,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'reliance.in'. (_ssl.c:1000)"
cdslindia.in,failed,,,,,,1.2,_ssl.c:983: The handshake operation timed out
linkintime.in,ok,6.36,22.61,61.62,2,172.53,1.2,
camsonline.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
kfintech.in,failed,,,,,,1.2,_ssl.c:983: The handshake operation timed out
karvy.in,failed,,,,,,1.2,[Errno 11002] getaddrinfo failed
way2wealth.in,failed,,,,,,1.2,[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)
mastertrust.in,failed,,,,,,1.2,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'mastertrust.in'. (_ssl.c:1000)"
smcindia.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
rathi.in,failed,,,,,,1.2,[Errno 11002] getaddrinfo failed
geojit.in,failed,,,,,,1.2,_ssl.c:983: The handshake operation timed out
dhan.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
5paisa.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
etmoney.in,failed,,,,,,1.2,_ssl.c:983: The handshake operation timed out
fisdom.in,failed,,,,,,1.2,_ssl.c:983: The handshake operation timed out
kuvera.in,ok,123.21,260.45,555.46,2,113.27,1.2,
scripbox.in,failed,,,,,,1.2,_ssl.c:983: The handshake operation timed out
clear.in,ok,115.62,244.72,521.55,2,113.12,1.2,
ncdex.in,failed,,,,,,1.2,_ssl.c:983: The handshake operation timed out
mcxindia.in,ok,23.56,57.01,130.42,2,128.77,1.2,
bseindia.in,failed,,,,,,1.2,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)
nseindia.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
edelweiss.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
icicisecurities.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
iifl.in,failed,,,,,,1.2,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)
sharekhan.in,failed,,,,,,1.2,[Errno 11002] getaddrinfo failed
motilaloswal.in,failed,,,,,,1.2,_ssl.c:983: The handshake operation timed out
upstox.in,ok,3.46,16.81,50.02,2,197.56,1.2,
zerodha.in,ok,87.57,186.56,396.23,2,112.39,1.2,
starhealth.in,ok,48.17,106.23,228.86,2,115.44,1.2,
icicilombard.in,failed,,,,,,1.2,[WinError 10061] No connection could be made because the target machine actively refused it
hdfclife.in,failed,,,,,,1.2,_ssl.c:983: The handshake operation timed out
sbilife.in,ok,395.72,825.45,1772.95,2,114.79,1.2,
fusionmicrofinance.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
satincreditcare.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
creditaccess.in,ok,58.74,127.37,271.14,2,112.88,1.2,
fivestargroup.in,failed,,,,,,1.2,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)
veritasfin.in,ok,81.63,174.24,369.7,2,112.18,1.2,
sundaramfinance.in,ok,41.7,93.29,202.98,2,117.58,1.2,
piramalfinance.in,failed,,,,,,1.2,[Errno 11002] getaddrinfo failed
edelweisshousing.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
muthootcap.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
homefirstindia.in,failed,,,,,,1.2,_ssl.c:983: The handshake operation timed out
gichf.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
repcohome.in,failed,,,,,,1.2,[WinError 10054] An existing connection was forcibly closed by the remote host
aavas.in,ok,161.36,339.55,725.9,2,113.78,1.2,
canfinhomes.in,failed,,,,,,1.2,_ssl.c:983: The handshake operation timed out
pnbhousing.in,ok,46.34,102.57,221.54,2,115.99,1.2,
lichousing.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
hudco.in,failed,,,,,,1.2,[Errno 11002] getaddrinfo failed
recindia.in,ok,70.88,151.96,321.67,2,111.68,1.2,
pfc.in,failed,,,,,,1.2,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)
poonawallafincorp.in,failed,,,,,,1.2,_ssl.c:983: The handshake operation timed out
muthootfincorp.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
cholafin.in,ok,5.01,19.91,56.22,2,182.37,1.2,
ltfinance.in,ok,104.3,221.25,470.98,2,112.87,1.2,
adityabirlacapital.in,failed,,,,,,1.2,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate (_ssl.c:1000)
mahindrafinance.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
tatacapital.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
manappuram.in,failed,,,,,,1.2,[WinError 10054] An existing connection was forcibly closed by the remote host
muthootfinance.in,failed,,,,,,1.2,[WinError 10054] An existing connection was forcibly closed by the remote host
renewbuy.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
bajajfinance.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
insurancedekho.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
turtlemint.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
policybazaar.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
acko.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
digit.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
setu.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
ezetap.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
mswipe.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
lendingkart.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
zestmoney.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
moneytap.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
incred.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
perfios.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
karza.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
getsimpl.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
lazypay.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
stashfin.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
niyo.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
fi.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
navi.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
ccavenue.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
paypoint.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
juspay.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
cashfree.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
payu.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
slice.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
bharatpe.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
pinelabs.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
mobikwik.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
jupiter.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
billdesk.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
cred.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
phonepe.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
razorpay.fin.in,failed,,,,,,1.2,[Errno 11001] getaddrinfo failed
rgipt.ac.in,ok,12.31,34.51,85.42,2,147.52,1.2,
youtube.com,ok,119.18,252.1,537.46,2,113.19,1.2,
example.com,ok,32.69,75.27,166.94,2,121.79,1.2,
