domain,status,baseline_rtt_ms,baseline_ttfb_ms,pqc_ttfb_ms,extra_flights,degradation_pct,packet_loss_pct,error
godrejcp.in,failed,,,,,,3.5,[Errno 11002] getaddrinfo failed
emamiltd.in,ok,263.63,590.67,1481.43,2,150.81,3.5,
marico.in,ok,233.24,523.16,1311.23,2,150.64,3.5,
dabur.in,failed,,,,,,3.5,[Errno 11002] getaddrinfo failed
hul.in,ok,278.28,623.22,1563.47,2,150.87,3.5,
itcportal.in,ok,274.84,615.57,1544.21,2,150.86,3.5,
britannia.in,failed,,,,,,3.5,_ssl.c:983: The handshake operation timed out
amul.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
glaxosmithkline.in,failed,,,,,,3.5,_ssl.c:983: The handshake operation timed out
pfizerindia.in,failed,,,,,,3.5,[Errno 11002] getaddrinfo failed
abbottindia.in,failed,,,,,,3.5,[Errno 11002] getaddrinfo failed
bioconbiologics.in,ok,73.79,168.93,418.25,2,147.59,3.5,
netmeds.in,failed,,,,,,3.5,[WinError 10054] An existing connection was forcibly closed by the remote host
1mg.in,failed,,,,,,3.5,_ssl.c:983: The handshake operation timed out
thyrocare.in,failed,,,,,,3.5,[Errno 11002] getaddrinfo failed
metropolisindia.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
lalpathlabs.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
medanta.in,failed,,,,,,3.5,[Errno 11002] getaddrinfo failed
asterdmhealthcare.in,ok,181.6,408.44,1022.03,2,150.23,3.5,
maxhealthcare.in,ok,4.56,28.89,129.93,2,349.74,3.5,
fortishealthcare.in,failed,,,,,,3.5,[Errno 11002] getaddrinfo failed
apollohospitals.in,failed,,,,,,3.5,_ssl.c:983: The handshake operation timed out
zyduslife.in,failed,,,,,,3.5,_ssl.c:983: The handshake operation timed out
torrentpharma.in,failed,,,,,,3.5,_ssl.c:983: The handshake operation timed out
mankindpharma.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
glenmarkpharma.in,failed,,,,,,3.5,_ssl.c:983: The handshake operation timed out
biocon.in,failed,,,,,,3.5,[Errno 11002] getaddrinfo failed
aurobindo.in,failed,,,,,,3.5,[Errno 11002] getaddrinfo failed
lupin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
sunpharma.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
cipla.in,failed,,,,,,3.5,_ssl.c:983: The handshake operation timed out
drreddys.in,ok,85.09,194.03,481.54,2,148.18,3.5,
dalmiacement.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
shreecement.in,ok,18.9,57.57,187.29,2,225.33,3.5,
acclimited.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
ambujacement.in,ok,109.06,247.28,615.78,2,149.02,3.5,
ultratechcement.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
adaniports.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
adanipower.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
powergrid.in,ok,10.91,41.59,155.33,2,273.48,3.5,
ntpc.in,ok,712.5,1587.86,3995.27,2,151.61,3.5,
hindustanpetroleum.in,failed,,,,,,3.5,[WinError 10054] An existing connection was forcibly closed by the remote host
bharatpetroleum.in,ok,194.2,436.43,1092.59,2,150.35,3.5,
