domain,status,baseline_rtt_ms,baseline_ttfb_ms,pqc_ttfb_ms,extra_flights,degradation_pct,packet_loss_pct,error
iocl.in,failed,,,,,,3.5,[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1000)
ongcindia.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
sail.in,failed,,,,,,3.5,_ssl.c:983: The handshake operation timed out
jsw.in,ok,336.49,752.53,1889.47,2,151.08,3.5,
tatasteel.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
atherenergy.in,failed,,,,,,3.5,[Errno 11002] getaddrinfo failed
olaelectric.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
royalenfield.in,ok,16.09,51.95,176.05,2,238.88,3.5,
ashokleyland.in,failed,,,,,,3.5,[Errno 11002] getaddrinfo failed
tvsmotor.in,failed,,,,,,3.5,[Errno 11002] getaddrinfo failed
bajajauto.in,failed,,,,,,3.5,_ssl.c:983: The handshake operation timed out
heromotocorp.in,failed,,,,,,3.5,_ssl.c:983: The handshake operation timed out
marutisuzuki.in,failed,,,,,,3.5,_ssl.c:983: The handshake operation timed out
tatamotors.in,failed,,,,,,3.5,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'tatamotors.in'. (_ssl.c:1000)"
jio.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
adani.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
larsenandtoubro.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
godrej.in,failed,,,,,,3.5,_ssl.c:983: The handshake operation timed out
birla.in,failed,,,,,,3.5,_ssl.c:983: The handshake operation timed out
mahindra.in,ok,157.2,354.23,885.38,2,149.94,3.5,
tata.in,failed,,,,,,3.5,[Errno 11002] getaddrinfo failed
vedantu.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
pw.live,ok,282.88,633.44,1589.23,2,150.89,3.5,
unacademy.in,ok,353.56,790.46,1985.07,2,151.13,3.5,
byjus.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
oyorooms.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
lenskart.in,ok,63.73,147.23,366.61,2,149.0,3.5,
myntra.in,failed,,,,,,3.5,_ssl.c:983: The handshake operation timed out
bigbasket.in,failed,,,,,,3.5,[WinError 10054] An existing connection was forcibly closed by the remote host
nykaa.in,failed,,,,,,3.5,_ssl.c:983: The handshake operation timed out
swiggy.in,ok,176.93,398.06,995.87,2,150.18,3.5,
zomato.in,ok,432.43,965.67,2426.77,2,151.3,3.5,
flipkart.in,ok,120.28,272.21,678.61,2,149.3,3.5,
techmahindra.in,ok,334.89,748.98,1880.51,2,151.08,3.5,
hcl.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
wipro.in,ok,112.66,255.28,635.94,2,149.11,3.5,
infosys.in,failed,,,,,,3.5,[WinError 10054] An existing connection was forcibly closed by the remote host
tcs.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
reliance.in,failed,,,,,,3.5,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'reliance.in'. (_ssl.c:1000)"
cdslindia.in,failed,,,,,,3.5,_ssl.c:983: The handshake operation timed out
linkintime.in,ok,276.16,618.51,1551.6,2,150.86,3.5,
camsonline.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
kfintech.in,failed,,,,,,3.5,_ssl.c:983: The handshake operation timed out
karvy.in,failed,,,,,,3.5,[Errno 11002] getaddrinfo failed
way2wealth.in,failed,,,,,,3.5,[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)
mastertrust.in,failed,,,,,,3.5,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'mastertrust.in'. (_ssl.c:1000)"
smcindia.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
rathi.in,failed,,,,,,3.5,[Errno 11002] getaddrinfo failed
geojit.in,failed,,,,,,3.5,_ssl.c:983: The handshake operation timed out
dhan.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
5paisa.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
etmoney.in,failed,,,,,,3.5,_ssl.c:983: The handshake operation timed out
fisdom.in,failed,,,,,,3.5,_ssl.c:983: The handshake operation timed out
kuvera.in,ok,98.13,223.0,554.57,2,148.69,3.5,
scripbox.in,failed,,,,,,3.5,_ssl.c:983: The handshake operation timed out
clear.in,ok,181.81,408.9,1023.2,2,150.23,3.5,
ncdex.in,ok,222.88,500.14,1253.21,2,150.57,3.5,
mcxindia.in,ok,216.37,485.68,1216.75,2,150.53,3.5,
bseindia.in,failed,,,,,,3.5,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)
nseindia.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
edelweiss.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
icicisecurities.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
iifl.in,failed,,,,,,3.5,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)
sharekhan.in,failed,,,,,,3.5,[Errno 11002] getaddrinfo failed
motilaloswal.in,failed,,,,,,3.5,_ssl.c:983: The handshake operation timed out
upstox.in,ok,19.51,58.79,189.73,2,222.72,3.5,
zerodha.in,ok,27.99,75.75,223.65,2,195.25,3.5,
starhealth.in,ok,216.19,485.28,1215.75,2,150.53,3.5,
icicilombard.in,failed,,,,,,3.5,[WinError 10061] No connection could be made because the target machine actively refused it
hdfclife.in,failed,,,,,,3.5,_ssl.c:983: The handshake operation timed out
sbilife.in,failed,,,,,,3.5,_ssl.c:983: The handshake operation timed out
fusionmicrofinance.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
satincreditcare.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
creditaccess.in,ok,191.89,431.3,1079.66,2,150.33,3.5,
fivestargroup.in,failed,,,,,,3.5,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)
veritasfin.in,ok,103.1,234.04,582.4,2,148.85,3.5,
sundaramfinance.in,ok,25.88,71.53,215.21,2,200.87,3.5,
piramalfinance.in,failed,,,,,,3.5,[Errno 11002] getaddrinfo failed
edelweisshousing.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
muthootcap.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
homefirstindia.in,failed,,,,,,3.5,_ssl.c:983: The handshake operation timed out
gichf.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
repcohome.in,failed,,,,,,3.5,[WinError 10054] An existing connection was forcibly closed by the remote host
aavas.in,ok,105.1,238.49,593.6,2,148.9,3.5,
canfinhomes.in,failed,,,,,,3.5,_ssl.c:983: The handshake operation timed out
pnbhousing.in,ok,35.02,89.81,251.77,2,180.34,3.5,
lichousing.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
hudco.in,failed,,,,,,3.5,[Errno 11002] getaddrinfo failed
recindia.in,ok,44.84,109.45,291.05,2,165.92,3.5,
pfc.in,failed,,,,,,3.5,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)
poonawallafincorp.in,ok,256.85,575.61,1443.46,2,150.77,3.5,
muthootfincorp.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
cholafin.in,ok,250.15,560.72,1405.93,2,150.74,3.5,
ltfinance.in,ok,301.63,675.09,1694.24,2,150.97,3.5,
adityabirlacapital.in,failed,,,,,,3.5,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate (_ssl.c:1000)
mahindrafinance.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
tatacapital.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
manappuram.in,failed,,,,,,3.5,[WinError 10054] An existing connection was forcibly closed by the remote host
muthootfinance.in,failed,,,,,,3.5,[WinError 10054] An existing connection was forcibly closed by the remote host
renewbuy.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
bajajfinance.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
insurancedekho.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
turtlemint.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
policybazaar.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
acko.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
digit.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
setu.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
ezetap.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
mswipe.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
lendingkart.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
zestmoney.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
moneytap.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
incred.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
perfios.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
karza.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
getsimpl.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
lazypay.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
stashfin.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
niyo.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
fi.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
navi.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
ccavenue.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
paypoint.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
juspay.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
cashfree.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
payu.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
slice.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
bharatpe.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
pinelabs.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
mobikwik.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
jupiter.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
billdesk.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
cred.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
phonepe.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
razorpay.fin.in,failed,,,,,,3.5,[Errno 11001] getaddrinfo failed
rgipt.ac.in,ok,18.51,56.79,185.73,2,227.05,3.5,
youtube.com,ok,135.11,305.16,761.67,2,149.6,3.5,
example.com,ok,183.53,412.72,1032.84,2,150.25,3.5,
